bug: apr_pstrmemdup in ap_process_fnmatch_configs, pair: (ap_mpm_query, apr_pstrmemdup), support: 82, confidence: 70.09%
bug: log_error_core in process_resource_config_cb, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_setup_prelinked_modules, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_sub_req_lookup_uri, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in regsub_core, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_varbuf_strmemcat, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in make_sub_request, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in core_dump_config, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_open_piped_log, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_build_config, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_rflush, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_varbuf_init, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in http_create_request, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in unload_module, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_expr_str_exec, pair: (ap_escape_errorlog_item, log_error_core), support: 45, confidence: 68.18%
bug: ap_run_create_request in ap_http_header_filter, pair: (ap_run_create_request, apr_uri_parse_hostinfo), support: 8, confidence: 80.00%
bug: ap_run_create_request in ap_process_request, pair: (ap_run_create_request, apr_uri_parse_hostinfo), support: 8, confidence: 80.00%
bug: decl_die in op_url_subr, pair: (ap_index_of_response, decl_die), support: 10, confidence: 83.33%
bug: decl_die in ap_add_cgi_vars, pair: (ap_index_of_response, decl_die), support: 10, confidence: 83.33%
bug: ap_index_of_response in ap_custom_response, pair: (ap_index_of_response, decl_die), support: 10, confidence: 83.33%
bug: ap_index_of_response in set_error_document, pair: (ap_index_of_response, decl_die), support: 10, confidence: 83.33%
bug: apr_os_file_get in ap_mpm_podx_check, pair: (apr_os_file_get, apr_pool_tag), support: 3, confidence: 75.00%
bug: apr_allocator_alloc in ap_varbuf_init, pair: (apr_allocator_alloc, strlen), support: 14, confidence: 87.50%
bug: apr_allocator_alloc in ap_varbuf_grow, pair: (apr_allocator_alloc, strlen), support: 14, confidence: 87.50%
bug: ap_process_request_internal in ap_http_header_filter, pair: (ap_process_request_internal, apr_hash_first), support: 8, confidence: 80.00%
bug: ap_process_request_internal in ap_process_request, pair: (ap_process_request_internal, apr_hash_first), support: 8, confidence: 80.00%
bug: prep_walk_cache in ap_if_walk_sub, pair: (__ctype_b_loc, prep_walk_cache), support: 12, confidence: 75.00%
bug: prep_walk_cache in ap_if_walk, pair: (__ctype_b_loc, prep_walk_cache), support: 12, confidence: 75.00%
bug: prep_walk_cache in ap_sub_req_lookup_uri, pair: (__ctype_b_loc, prep_walk_cache), support: 12, confidence: 75.00%
bug: prep_walk_cache in op_file_subr, pair: (__ctype_b_loc, prep_walk_cache), support: 12, confidence: 75.00%
bug: ap_scan_vchar_obstext in check_headers_table, pair: (ap_rwrite, ap_scan_vchar_obstext), support: 3, confidence: 75.00%
bug: ap_expr_eval_word in ap_expr_eval_word, pair: (ap_expr_eval_word, apr_file_flush), support: 9, confidence: 69.23%
bug: ap_expr_eval_word in ap_expr_eval_comp, pair: (ap_expr_eval_word, apr_file_flush), support: 9, confidence: 69.23%
bug: ap_expr_eval_word in ap_expr_eval, pair: (ap_expr_eval_word, apr_file_flush), support: 9, confidence: 69.23%
bug: ap_expr_eval_word in ap_expr_str_exec, pair: (ap_expr_eval_word, apr_file_flush), support: 9, confidence: 69.23%
bug: apr_table_copy in make_sub_request, pair: (apr_pvsprintf, apr_table_copy), support: 5, confidence: 71.43%
bug: apr_table_copy in ap_set_sub_req_protocol, pair: (apr_pvsprintf, apr_table_copy), support: 5, confidence: 71.43%
bug: ap_abort_on_oom in ap_expr_parse_cmd_mi, pair: (ap_abort_on_oom, apr_cpystrn), support: 3, confidence: 75.00%
bug: apr_signal in sig_coredump, pair: (apr_signal, sigemptyset), support: 4, confidence: 66.67%
bug: apr_signal in fatal_signal_cleanup, pair: (apr_signal, sigemptyset), support: 4, confidence: 66.67%
bug: ap_expr_str_exec in ap_process_request, pair: (ap_expr_str_exec, apr_array_make), support: 9, confidence: 90.00%
bug: ap_log_rerror_ in ap_add_cgi_vars, pair: (ap_log_rerror_, apr_file_flush), support: 20, confidence: 90.91%
bug: ap_log_rerror_ in ap_sub_req_lookup_uri, pair: (ap_log_rerror_, apr_file_flush), support: 20, confidence: 90.91%
bug: ap_escape_html2 in ap_http_header_filter, pair: (ap_escape_html2, ap_merge_per_dir_configs), support: 16, confidence: 72.73%
bug: ap_escape_html2 in ap_http_filter, pair: (ap_escape_html2, ap_merge_per_dir_configs), support: 16, confidence: 72.73%
bug: ap_escape_html2 in core_upgrade_storage, pair: (ap_escape_html2, ap_merge_per_dir_configs), support: 16, confidence: 72.73%
bug: ap_escape_html2 in ap_read_request, pair: (ap_escape_html2, ap_merge_per_dir_configs), support: 16, confidence: 72.73%
bug: ap_escape_html2 in core_map_to_storage, pair: (ap_escape_html2, ap_merge_per_dir_configs), support: 16, confidence: 72.73%
bug: ap_escape_html2 in ap_expr_str_exec, pair: (ap_escape_html2, ap_merge_per_dir_configs), support: 16, confidence: 72.73%
bug: ap_finalize_request_protocol in ap_http_header_filter, pair: (ap_expr_str_exec_re, ap_finalize_request_protocol), support: 7, confidence: 70.00%
bug: ap_finalize_request_protocol in ap_process_request, pair: (ap_expr_str_exec_re, ap_finalize_request_protocol), support: 7, confidence: 70.00%
bug: ap_finalize_request_protocol in ap_process_http_connection, pair: (ap_expr_str_exec_re, ap_finalize_request_protocol), support: 7, confidence: 70.00%
bug: apr_dir_close in ap_dir_nofnmatch, pair: (ap_dir_fnmatch, apr_dir_close), support: 3, confidence: 75.00%
bug: apr_uri_parse in ap_parse_uri, pair: (apr_uri_parse, strrchr), support: 15, confidence: 93.75%
bug: apr_rfc822_date in default_handler, pair: (ap_recent_ctime_ex, apr_rfc822_date), support: 7, confidence: 70.00%
bug: apr_rfc822_date in ap_scan_script_header_err_core_ex, pair: (ap_recent_ctime_ex, apr_rfc822_date), support: 7, confidence: 70.00%
bug: apr_rfc822_date in ap_set_last_modified, pair: (ap_recent_ctime_ex, apr_rfc822_date), support: 7, confidence: 70.00%
bug: ap_index_of_response in ap_custom_response, pair: (ap_index_of_response, ap_invoke_handler), support: 10, confidence: 83.33%
bug: ap_index_of_response in set_error_document, pair: (ap_index_of_response, ap_invoke_handler), support: 10, confidence: 83.33%
bug: apr_uri_unparse in listener_thread, pair: (apr_getnameinfo, apr_uri_unparse), support: 18, confidence: 90.00%
bug: apr_uri_unparse in ap_lingering_close, pair: (apr_getnameinfo, apr_uri_unparse), support: 18, confidence: 90.00%
bug: apr_table_set in ap_args_to_table, pair: (apr_pvsprintf, apr_table_set), support: 8, confidence: 88.89%
bug: ap_run_quick_handler in op_url_subr, pair: (ap_run_quick_handler, prep_walk_cache), support: 10, confidence: 66.67%
bug: ap_run_quick_handler in ap_http_header_filter, pair: (ap_run_quick_handler, prep_walk_cache), support: 10, confidence: 66.67%
bug: ap_run_quick_handler in ap_add_cgi_vars, pair: (ap_run_quick_handler, prep_walk_cache), support: 10, confidence: 66.67%
bug: ap_run_quick_handler in ap_read_request, pair: (ap_run_quick_handler, prep_walk_cache), support: 10, confidence: 66.67%
bug: ap_run_quick_handler in ap_run_sub_req, pair: (ap_run_quick_handler, prep_walk_cache), support: 10, confidence: 66.67%
bug: apr_os_file_get in ap_mpm_podx_check, pair: (ap_run_child_init, apr_os_file_get), support: 3, confidence: 75.00%
bug: ap_invoke_handler in ap_http_header_filter, pair: (ap_get_server_name, ap_invoke_handler), support: 7, confidence: 70.00%
bug: ap_invoke_handler in ap_process_request, pair: (ap_get_server_name, ap_invoke_handler), support: 7, confidence: 70.00%
bug: ap_invoke_handler in ap_read_request, pair: (ap_get_server_name, ap_invoke_handler), support: 7, confidence: 70.00%
bug: apr_file_open in file_func, pair: (apr_file_open, strlen), support: 14, confidence: 93.33%
bug: apr_brigade_split_ex in ap_core_input_filter, pair: (apr_brigade_cleanup, apr_brigade_split_ex), support: 3, confidence: 75.00%
bug: log_error_core in ap_build_cont_config, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: log_error_core in buffer_output, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: log_error_core in ap_internal_fast_redirect, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: log_error_core in ap_varbuf_cfg_getline, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: log_error_core in core_optional_fn_retrieve, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: log_error_core in core_insert_filter, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: log_error_core in process_resource_config_cb, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: log_error_core in regsub_core, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: log_error_core in ap_varbuf_strmemcat, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: log_error_core in make_sub_request, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: log_error_core in core_dump_config, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: log_error_core in ap_open_piped_log, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: log_error_core in ap_build_config, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: log_error_core in ap_rflush, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: log_error_core in ap_varbuf_init, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: log_error_core in http_create_request, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: log_error_core in unload_module, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: log_error_core in ap_expr_str_exec, pair: (log_error_core, strrchr), support: 48, confidence: 72.73%
bug: apr_pool_create_ex in ap_location_walk, pair: (apr_file_flush, apr_pool_create_ex), support: 28, confidence: 77.78%
bug: apr_pool_create_ex in ap_add_cgi_vars, pair: (apr_file_flush, apr_pool_create_ex), support: 28, confidence: 77.78%
bug: apr_pool_create_ex in ap_fixup_virtual_hosts, pair: (apr_file_flush, apr_pool_create_ex), support: 28, confidence: 77.78%
bug: apr_pool_create_ex in ap_sub_req_lookup_uri, pair: (apr_file_flush, apr_pool_create_ex), support: 28, confidence: 77.78%
bug: apr_pool_create_ex in make_sub_request, pair: (apr_file_flush, apr_pool_create_ex), support: 28, confidence: 77.78%
bug: apr_pool_create_ex in setaside_remaining_output, pair: (apr_file_flush, apr_pool_create_ex), support: 28, confidence: 77.78%
bug: apr_pool_create_ex in ap_file_walk, pair: (apr_file_flush, apr_pool_create_ex), support: 28, confidence: 77.78%
bug: apr_pool_create_ex in ap_core_reorder_directories, pair: (apr_file_flush, apr_pool_create_ex), support: 28, confidence: 77.78%
bug: ap_regexec_len in ap_rxplus_exec, pair: (ap_regexec_len, apr_psprintf), support: 8, confidence: 80.00%
bug: ap_regexec_len in ap_expr_eval, pair: (ap_regexec_len, apr_psprintf), support: 8, confidence: 80.00%
bug: ap_expr_eval in ap_expr_eval, pair: (ap_expr_eval, apr_pvsprintf), support: 10, confidence: 90.91%
bug: apr_thread_join in join_workers, pair: (apr_thread_join, exit), support: 3, confidence: 75.00%
bug: apr_is_empty_table in core_map_to_storage, pair: (__ctype_tolower_loc, apr_is_empty_table), support: 11, confidence: 91.67%
bug: ap_unescape_url_keep2f in ap_add_cgi_vars, pair: (ap_unescape_url_keep2f, apr_snprintf), support: 11, confidence: 91.67%
bug: prep_walk_cache in ap_sub_req_lookup_uri, pair: (getpid, prep_walk_cache), support: 15, confidence: 93.75%
bug: apr_table_overlay in ap_internal_fast_redirect, pair: (apr_table_overlay, apr_vsnprintf), support: 11, confidence: 91.67%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_remove_output_filter, ap_unescape_url), support: 10, confidence: 90.91%
bug: ap_unescape_url in op_url_subr, pair: (ap_remove_output_filter, ap_unescape_url), support: 10, confidence: 83.33%
bug: ap_unescape_url in ap_add_cgi_vars, pair: (ap_remove_output_filter, ap_unescape_url), support: 10, confidence: 83.33%
bug: ap_get_scoreboard_process in ap_get_sload, pair: (ap_get_scoreboard_process, apr_table_get), support: 4, confidence: 80.00%
bug: ap_make_method_list in op_url_subr, pair: (ap_make_method_list, ap_process_request_internal), support: 10, confidence: 83.33%
bug: ap_make_method_list in ap_add_cgi_vars, pair: (ap_make_method_list, ap_process_request_internal), support: 10, confidence: 83.33%
bug: apr_shm_detach in ap_reopen_scoreboard, pair: (apr_shm_detach, apr_threadattr_create), support: 3, confidence: 75.00%
bug: unescape_url in ap_sub_req_lookup_uri, pair: (apr_table_clear, unescape_url), support: 8, confidence: 80.00%
bug: unescape_url in op_file_subr, pair: (apr_table_clear, unescape_url), support: 8, confidence: 80.00%
bug: ap_unescape_url_keep2f in op_url_subr, pair: (ap_merge_per_dir_configs, ap_unescape_url_keep2f), support: 8, confidence: 66.67%
bug: ap_unescape_url_keep2f in ap_http_header_filter, pair: (ap_merge_per_dir_configs, ap_unescape_url_keep2f), support: 8, confidence: 66.67%
bug: ap_unescape_url_keep2f in ap_add_cgi_vars, pair: (ap_merge_per_dir_configs, ap_unescape_url_keep2f), support: 8, confidence: 66.67%
bug: ap_unescape_url_keep2f in ap_read_request, pair: (ap_merge_per_dir_configs, ap_unescape_url_keep2f), support: 8, confidence: 66.67%
bug: apr_pool_cleanup_run in ap_varbuf_free, pair: (__ctype_b_loc, apr_pool_cleanup_run), support: 16, confidence: 76.19%
bug: apr_pool_cleanup_run in ap_close_piped_log, pair: (__ctype_b_loc, apr_pool_cleanup_run), support: 16, confidence: 76.19%
bug: apr_pool_cleanup_run in ap_varbuf_strmemcat, pair: (__ctype_b_loc, apr_pool_cleanup_run), support: 16, confidence: 76.19%
bug: apr_pool_cleanup_run in ap_varbuf_init, pair: (__ctype_b_loc, apr_pool_cleanup_run), support: 16, confidence: 76.19%
bug: apr_pool_cleanup_run in ap_varbuf_grow, pair: (__ctype_b_loc, apr_pool_cleanup_run), support: 16, confidence: 76.19%
bug: apr_pool_userdata_setn in ap_process_request_after_handler, pair: (__ctype_b_loc, apr_pool_userdata_setn), support: 4, confidence: 66.67%
bug: apr_pool_userdata_setn in include_config, pair: (__ctype_b_loc, apr_pool_userdata_setn), support: 4, confidence: 66.67%
bug: apr_hash_first in default_handler, pair: (apr_hash_first, apr_hash_get), support: 14, confidence: 73.68%
bug: apr_hash_first in ap_send_http_options, pair: (apr_hash_first, apr_hash_get), support: 14, confidence: 73.68%
bug: apr_hash_first in make_allow, pair: (apr_hash_first, apr_hash_get), support: 14, confidence: 73.68%
bug: apr_hash_first in ap_method_name_of, pair: (apr_hash_first, apr_hash_get), support: 14, confidence: 73.68%
bug: apr_hash_first in ap_list_provider_groups, pair: (apr_hash_first, apr_hash_get), support: 14, confidence: 73.68%
bug: apr_table_copy in make_sub_request, pair: (ap_run_header_parser, apr_table_copy), support: 5, confidence: 71.43%
bug: apr_table_copy in ap_set_sub_req_protocol, pair: (ap_run_header_parser, apr_table_copy), support: 5, confidence: 71.43%
bug: apr_strtoi64 in ap_basic_http_header, pair: (ap_run_quick_handler, apr_strtoi64), support: 10, confidence: 66.67%
bug: apr_strtoi64 in ap_timeout_parameter_parse, pair: (ap_run_quick_handler, apr_strtoi64), support: 10, confidence: 66.67%
bug: ap_run_quick_handler in op_url_subr, pair: (ap_run_quick_handler, apr_strtoi64), support: 10, confidence: 66.67%
bug: apr_strtoi64 in set_keep_alive_timeout, pair: (ap_run_quick_handler, apr_strtoi64), support: 10, confidence: 66.67%
bug: ap_run_quick_handler in ap_add_cgi_vars, pair: (ap_run_quick_handler, apr_strtoi64), support: 10, confidence: 66.67%
bug: ap_run_quick_handler in ap_sub_req_lookup_uri, pair: (ap_run_quick_handler, apr_strtoi64), support: 10, confidence: 66.67%
bug: apr_strtoi64 in ap_send_error_response, pair: (ap_run_quick_handler, apr_strtoi64), support: 10, confidence: 66.67%
bug: ap_run_quick_handler in ap_run_sub_req, pair: (ap_run_quick_handler, apr_strtoi64), support: 10, confidence: 66.67%
bug: ap_run_quick_handler in ap_sub_req_method_uri, pair: (ap_run_quick_handler, apr_strtoi64), support: 10, confidence: 66.67%
bug: apr_strtoi64 in basic_http_header_check, pair: (ap_run_quick_handler, apr_strtoi64), support: 10, confidence: 66.67%
bug: apr_atomic_cas32 in ap_queue_info_try_get_idler, pair: (apr_atomic_cas32, apr_time_exp_lt), support: 7, confidence: 77.78%
